expr_id,cond_id,para_nr,word,word_nr,response_true
2,1,1,cameră,266,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cu,267,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"infraroșu,",268,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,folosind,269,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,o,270,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,frecvență,271,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,272,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,lumină,273,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,care,274,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,nu,275,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,deranjează,276,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sau,277,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,rănește,278,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ochiul,279,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,uman.,280,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Cu,281,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ajutorul,282,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,algoritmilor,283,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,284,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,recunoaștere,285,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,286,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"imaginii,",287,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,eye-tracker-ul,288,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,poate,289,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,estima,290,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,punctele,291,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,292,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,privire,293,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cu,294,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,mare,295,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"precizie,",296,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,cunoscând,297,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,poziția,298,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,capului,299,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,300,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,a,301,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"ochilor,",302,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,distanța,303,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,față,304,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,305,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ecranul,306,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,la,307,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,care,308,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,se,309,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,uită,310,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,participantul,311,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,312,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,poziția,313,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,dispozitivului.,314,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Urmărirea,315,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,316,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,317,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,o,318,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,tehnologie,319,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,utilă,320,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,321,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,multe,322,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,aplicații.,323,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,De,324,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"exemplu,",325,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,poate,326,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,ajuta,327,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,la,328,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,detectarea,329,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oboselii,330,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,331,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,timpul,332,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,condusului,333,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sau,334,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,poate,335,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,sprijini,336,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,aplicațiile,337,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,pentru,338,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,screening,339,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,340,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,instruire,341,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,342,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,domeniul,343,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,medical.,344,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,Urmărirea,345,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,oculară,346,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,este,347,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"folosită,",348,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,de,349,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"asemenea,",350,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,în,351,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,"gaming,",352,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,marketing,353,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,și,354,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,interacțiunea,355,Este o rețea de cercetători finanțată de Uniunea Europeană.
2,1,1,om-calculator.,356,Este o rețea de cercetători finanțată de Uniunea Europeană.
